,,,,,,,,,,,,,,,,,,,,,Offense Four Factors,,,,,Defense Four Factors,,,,,,,
17,1997,Minnesota Timberwolves,Yes,No,26.3,40,42,37,45,-1.48,-0.35,-1.82,105.5,107.1,-1.6,90.7,0.339,0.17,0.533,,0.485,14.4,28.8,0.254,,0.486,14.6,68.3,0.252,,Target Center,"697,727","17,018"
18,1997,Milwaukee Bucks,No,No,27.3,33,49,35,47,-1.89,0.51,-1.38,106.2,108.3,-2.1,89.5,0.334,0.146,0.541,,0.496,15.1,29.7,0.248,,0.501,14.1,69.9,0.253,,Bradley Center,"634,999","15,514"
19,1997,Los Angeles Clippers,Yes,No,25.5,36,46,34,48,-2.35,-0.31,-2.66,105.1,107.6,-2.5,91.3,0.31,0.2,0.524,,0.482,14.7,30.8,0.227,,0.499,15.5,68.1,0.269,,Los Angeles Memorial Sports Arena,"232,895","8,836"
20,1997,Toronto Raptors,No,No,25.1,30,52,32,50,-3.12,0.57,-2.56,104.6,108,-3.4,90.6,0.303,0.245,0.521,,0.481,15.2,32.5,0.218,,0.504,15.3,68.6,0.258,,SkyDome,"744,550","18,551"
21,1997,Sacramento Kings,No,No,27.4,34,48,31,51,-3.38,-0.26,-3.64,105,108.7,-3.7,91,0.313,0.16,0.526,,0.485,15,32,0.226,,0.495,14.3,68.5,0.264,,ARCO Arena (II),"709,993","17,317"
22,1997,New Jersey Nets,No,No,26.8,26,56,28,54,-4.56,0.67,-3.89,104.7,109.7,-5,92.4,0.286,0.193,0.499,,0.456,13.9,36.4,0.212,,0.503,14.1,69,0.244,,Continental Airlines Arena,"670,628","15,800"
23,1997,Golden State Warriors,No,No,26.7,30,52,28,54,-4.71,-0.2,-4.9,107.2,112.2,-5,91.9,0.332,0.208,0.543,,0.493,15.8,32.3,0.258,,0.518,14.4,67.5,0.234,,San Jose Arena,"621,844","15,167"
24,1997,Denver Nuggets,No,No,28.6,21,61,24,58,-6.28,-0.12,-6.4,104.5,111.2,-6.7,92.4,0.298,0.256,0.53,,0.486,15.2,28.8,0.227,,0.501,11.8,69.3,0.206,,McNichols Sports Arena,"340,486","11,254"
25,1997,Philadelphia 76ers,No,No,25.5,22,60,24,58,-6.54,0.65,-5.89,104.6,111.4,-6.8,95.3,0.358,0.198,0.518,,0.47,15.3,34.1,0.259,,0.51,13.8,66.5,0.222,,CoreStates Center,"610,974","15,280"
26,1997,Dallas Mavericks,No,No,27.1,24,58,23,59,-6.35,-0.12,-6.47,101.1,108.2,-7.1,89,0.297,0.204,0.509,,0.469,15.4,30,0.213,,0.5,14.9,67.3,0.229,,Reunion Arena,"619,178","15,102"
27,1997,Boston Celtics,No,No,26.1,15,67,22,60,-7.33,0.71,-6.62,103.9,111.4,-7.5,95.8,0.316,0.191,0.52,,0.474,14.5,29.4,0.237,,0.539,15.8,68.5,0.243,,FleetCenter,"664,022","16,196"
28,1997,San Antonio Spurs,No,No,29.9,20,62,19,63,-7.88,-0.05,-7.93,103.3,112.3,-9,87.3,0.302,0.185,0.512,,0.472,14.7,32.4,0.217,,0.514,14,67,0.236,,Alamodome,"706,641","17,235"
29,1997,Vancouver Grizzlies,No,No,25,14,68,15,67,-10.23,0.06,-10.17,100.3,111.8,-11.5,88.4,0.269,0.197,0.507,,0.471,15.3,29.7,0.191,,0.51,14.4,64.1,0.224,,General Motors Place,"683,442","16,571"
,1997,League Average,,,27.6,,,41,41,0,0,0,106.7,106.7,,90.1,0.32,0.212,0.536,,0.493,14.8,30.8,0.236,,0.493,14.8,69.2,0.236,,,"685,905","17,073"
