,,,,,,,,,,,,,,,,,,,,,Offense Four Factors,,,,,Defense Four Factors,,,,,,,
18,2000,Dallas Mavericks,No,No,26.3,40,42,39,43,-0.57,0.29,-0.29,106.6,107.2,-0.6,94.9,0.248,0.188,0.532,,0.49,12.6,25.5,0.2,,0.488,14.2,66.1,0.21,,Reunion Arena,"606,177","14,785"
19,2000,Boston Celtics,No,No,25.4,35,47,39,43,-0.76,-0.24,-1,104.8,105.6,-0.8,94.6,0.316,0.183,0.52,,0.474,13.8,30.4,0.236,,0.498,15.8,73.8,0.306,,FleetCenter,"683,608","16,673"
20,2000,Houston Rockets,No,No,26.3,34,48,39,43,-0.87,0.3,-0.57,104.8,105.7,-0.9,94.2,0.322,0.244,0.536,,0.494,15.8,29.1,0.236,,0.481,12.5,71.6,0.201,,Compaq Center,"624,594","15,234"
21,2000,New Jersey Nets,No,No,27.3,31,51,38,44,-1.04,-0.15,-1.18,105.1,106.3,-1.2,92.5,0.297,0.2,0.517,,0.468,12.6,28.1,0.233,,0.491,15.2,67.2,0.223,,Continental Airlines Arena,"643,631","15,698"
22,2000,Denver Nuggets,No,No,25.9,35,47,35,47,-2.12,0.36,-1.76,103.5,105.8,-2.3,94.7,0.306,0.202,0.517,,0.476,14,29.2,0.222,,0.479,13,71.6,0.235,,Pepsi Center,"637,698","15,554"
23,2000,Washington Wizards,No,No,28,29,53,32,50,-3.28,-0.19,-3.47,103.5,107,-3.5,92.7,0.315,0.133,0.521,,0.476,14.8,30.6,0.234,,0.489,13.9,71.7,0.273,,MCI Center,"616,593","15,039"
24,2000,Cleveland Cavaliers,No,No,27.2,32,50,31,51,-3.5,-0.14,-3.64,100.4,104,-3.6,95.7,0.327,0.136,0.516,,0.468,15.6,28.1,0.245,,0.474,15.1,71.2,0.275,,Gund Arena,"603,702","14,724"
25,2000,Atlanta Hawks,No,No,27.6,28,54,26,56,-5.38,-0.04,-5.41,102,107.9,-5.9,91.7,0.292,0.12,0.503,,0.46,14.1,31.7,0.217,,0.481,11.3,71,0.196,,Philips Arena,"600,954","14,657"
26,2000,Vancouver Grizzlies,No,No,25.3,22,60,25,57,-5.62,0.52,-5.1,102.3,108.5,-6.2,91,0.32,0.139,0.524,,0.474,15.8,30.1,0.247,,0.502,14.1,70.6,0.231,,General Motors Place,"569,864","13,899"
27,2000,Golden State Warriors,No,No,26.9,19,63,20,62,-8.27,0.64,-7.63,99.8,108.4,-8.6,95.4,0.301,0.15,0.484,,0.444,13.9,32.6,0.21,,0.499,14.6,69.1,0.259,,The Arena in Oakland,"509,171","12,419"
28,2000,Chicago Bulls,No,No,26,17,65,15,67,-9.4,0.17,-9.23,94.2,104.6,-10.4,89.4,0.338,0.167,0.49,,0.443,18,29.9,0.24,,0.484,14.5,69.9,0.24,,United Center,"907,064","22,124"
29,2000,Los Angeles Clippers,No,No,24.2,15,67,13,69,-11.52,0.8,-10.73,97.8,110.1,-12.3,93.9,0.27,0.188,0.499,,0.458,14.9,26.1,0.202,,0.507,13.1,69.6,0.22,,STAPLES Center,"559,714","13,652"
,2000,League Average,,,27.8,,,41,41,0,0,0,104.1,104.1,,93.1,0.308,0.167,0.523,,0.478,14.2,28.9,0.231,,0.478,14.2,71.1,0.231,,,"691,469","16,864"
